iter	Logloss
142	0.3797147793
143	0.3792793129
144	0.3784844472
145	0.3768229541
146	0.3753060574
147	0.3738659202
148	0.372530297
149	0.3711645747
150	0.3707440959
151	0.3699156353
152	0.3672978355
153	0.3653040849
154	0.3649596166
155	0.363512995
156	0.361537872
157	0.3597199945
158	0.3572521065
159	0.3565505227
160	0.3556135173
161	0.3547057916
162	0.3520419802
163	0.3497709149
164	0.3496513195
165	0.3495567012
166	0.3485785047
167	0.3471639559
168	0.3455223107
169	0.343994944
170	0.3434858539
171	0.342660455
172	0.3412302387
173	0.3404060865
174	0.3389009392
175	0.3381800848
176	0.3373272747
177	0.3352417452
178	0.3340851925
179	0.3325905458
180	0.3315785133
181	0.3296202411
182	0.329620241
183	0.3286656034
184	0.3264808058
185	0.3250657873
186	0.3238046155
187	0.3231250459
188	0.3204307452
189	0.3195196519
190	0.3188103136
191	0.3177883538
192	0.317699003
193	0.3162216735
194	0.3158976896
195	0.3147111681
196	0.3142171334
197	0.312954533
198	0.3119572456
199	0.3112519079
200	0.3103878649
201	0.3092404939
202	0.3079591598
203	0.3059496427
204	0.305287499
205	0.3040333561
206	0.3026683874
207	0.3003654146
208	0.2999034068
209	0.2977569679
210	0.2974278198
211	0.2957526102
212	0.294330479
213	0.2934250789
214	0.2920211396
215	0.2919758738
216	0.2912314847
217	0.289752941
218	0.2883932792
219	0.2869066662
220	0.2852598443
221	0.2848623249
222	0.2845595611
223	0.2845327311
224	0.283267528
225	0.2826517675
226	0.2822137659
227	0.2821708185
228	0.2815877323
229	0.2802631037
230	0.2785497215
231	0.2777489933
232	0.2776891019
233	0.275968434
234	0.2759684272
235	0.2745800889
236	0.2741790408
237	0.273246541
238	0.2722869282
239	0.2710379513
240	0.2703861202
241	0.2687850237
242	0.2675532939
243	0.2667596141
244	0.2657037829
245	0.2642096425
246	0.2642096136
247	0.2628773316
248	0.2610867919
249	0.2601807331
250	0.2593667061
251	0.2588219554
252	0.2585634439
253	0.2579841547
254	0.257363117
255	0.2570243081
256	0.2566292399
257	0.2559368814
258	0.2556866716
259	0.2556865499
260	0.2540669736
261	0.2527841963
262	0.2521252528
263	0.2515321211
264	0.2509155796
265	0.2498097912
266	0.2493615381
267	0.2490767142
268	0.2479841519
269	0.2475484179
270	0.2467087373
271	0.2456956624
272	0.2448662098
273	0.2434575398
274	0.2421063631
275	0.2411570249
276	0.2394720211
277	0.2387054645
278	0.2382313159
279	0.237372782
280	0.2359462928
281	0.234641866
282	0.2346024052
283	0.2337520608
284	0.2324664057
285	0.230714957
286	0.2299731518
287	0.2292651768
288	0.2279401623
289	0.2272944435
290	0.226004451
291	0.2255045094
292	0.2243373009
293	0.2235552147
294	0.2226906623
295	0.2226792756
296	0.2220695984
297	0.2213420106
298	0.2207265673
299	0.2197522368
300	0.2192089341
301	0.218869109
302	0.21843826
303	0.2172409834
304	0.2165162664
305	0.2157619632
306	0.2152075522
307	0.2146953808
308	0.2140378964
309	0.2125971232
310	0.2125228633
311	0.2116290681
312	0.2104349573
313	0.2096963332
314	0.208801003
315	0.20838374
316	0.2077954395
317	0.2075138489
318	0.2066732981
319	0.205573938
320	0.2046911216
321	0.2036464955
322	0.2023889642
323	0.2014046922
324	0.1999989839
325	0.1993036863
326	0.1982959677
327	0.1973961706
328	0.1967209862
329	0.1956767992
330	0.1943138958
331	0.1941725403
332	0.1935868671
333	0.1931974599
334	0.1927285634
335	0.1920154947
336	0.1912779947
337	0.1909801299
338	0.1898861526
339	0.1888310314
340	0.1882997306
341	0.1876186984
342	0.1864625235
343	0.1850931171
344	0.1842983252
345	0.1830730475
346	0.1826525385
347	0.1821407896
348	0.1817356444
349	0.1811513946
350	0.1807987125
351	0.1801151041
352	0.1794646647
353	0.1790104739
354	0.1776840528
355	0.1775039694
356	0.1768798762
357	0.1764417306
358	0.1752132903
359	0.1742867313
360	0.1729444631
361	0.1725470958
362	0.1717868162
363	0.1708078171
364	0.170514915
365	0.1697823372
366	0.168496859
367	0.1680100719
368	0.1668851277
369	0.1664697256
370	0.1659302359
371	0.1651567958
372	0.1638091659
373	0.1631307024
374	0.1624170532
375	0.1618034533
376	0.1610130621
377	0.1601362912
378	0.1591668205
379	0.1585070023
380	0.1574653315
381	0.1569294555
382	0.1565121343
383	0.1560088202
384	0.1556939289
385	0.1550846658
386	0.1546710108
387	0.1539675047
388	0.1537083525
389	0.1531169682
390	0.152329572
391	0.1510017698
392	0.1505734716
393	0.1500843016
394	0.1487705676
395	0.1484051364
396	0.1481742723
397	0.1471033575
398	0.1464705296
399	0.1462450003
400	0.1457616283
401	0.145035187
402	0.1440673861
403	0.1433527951
404	0.1423394961
405	0.1421396495
406	0.1416240407
407	0.1407647465
408	0.1403562264
409	0.1396082866
410	0.1390893346
411	0.1382839341
412	0.1378562412
413	0.1373849652
414	0.1368897994
415	0.1365738645
416	0.1357593851
417	0.1347840192
418	0.1346159029
419	0.1336976182
420	0.1335702609
421	0.1330206181
422	0.1323805156
423	0.1318742843
424	0.1315313881
425	0.1312645913
426	0.1309370238
427	0.1301639716
428	0.1295729775
429	0.1290239648
430	0.1286024089
431	0.1280621664
432	0.127932594
433	0.1270971858
434	0.1265862384
435	0.1258135819
436	0.1254813086
437	0.1252311239
438	0.1249447506
439	0.1246379649
440	0.1241608142
441	0.1239969738
442	0.123527796
443	0.1230903178
444	0.1224935756
445	0.1215379462
446	0.1210593078
447	0.1207390862
448	0.1199861503
449	0.1196563975
450	0.1191517804
451	0.1184734202
452	0.1179691267
453	0.1174393905
454	0.1169996227
455	0.1163905938
456	0.1160592078
457	0.1151972456
458	0.1147261245
459	0.1144008863
460	0.113904939
461	0.1133841038
462	0.1132597907
463	0.1130261161
464	0.1127503617
465	0.1122273463
466	0.1117664059
467	0.111012048
468	0.1108263978
469	0.1101832244
470	0.1098959633
471	0.1095461877
472	0.1091434726
473	0.1086378058
474	0.1082357834
475	0.1078820821
476	0.1074478395
477	0.1070784391
478	0.106675486
479	0.1062007378
480	0.1057899106
481	0.105402642
482	0.1049163499
483	0.1047340494
484	0.1040758737
485	0.1036529421
486	0.1031749933
487	0.1028539468
488	0.102277776
489	0.1021963131
490	0.1018267166
491	0.101513802
492	0.1013045458
493	0.1010930374
494	0.1007456537
495	0.1006249237
496	0.1003501831
497	0.09978703234
498	0.09924925929
499	0.09873802392
500	0.09856624666
501	0.09811529896
502	0.09797199758
503	0.09755593068
504	0.09730006112
505	0.09697987921
506	0.09669637566
507	0.09633893904
508	0.09612764973
509	0.09602532602
510	0.09566139499
511	0.09500109893
512	0.09443494987
513	0.09404309363
514	0.09383952082
515	0.09366494021
516	0.09358908648
517	0.0932584628
518	0.09292604232
519	0.09262302712
520	0.09232470178
521	0.09223158053
522	0.09203885431
523	0.09188234716
524	0.09151374801
525	0.09087245702
526	0.09052825488
527	0.0900371591
528	0.08996631967
529	0.08927332413
530	0.08892870077
531	0.08874683271
532	0.08831441921
533	0.08813377987
534	0.08806045535
535	0.08761925669
536	0.08723543139
537	0.08677576908
538	0.08645200618
539	0.08621710971
540	0.08552899325
541	0.08530532431
542	0.08510288101
543	0.08487816376
544	0.08460538414
545	0.08444665969
546	0.084309492
547	0.08402977201
548	0.08383408711
549	0.08377170304
550	0.08354128662
551	0.08307580053
552	0.08278740372
553	0.08199765406
554	0.08163157636
555	0.08146817409
556	0.08076159781
557	0.08029755733
558	0.08004614083
559	0.07983565356
560	0.07960034816
561	0.07937511894
562	0.07910183642
563	0.07879844401
564	0.07830739345
565	0.07793248163
566	0.07779969762
567	0.07752214189
568	0.07744273809
569	0.07720732531
570	0.07685730984
571	0.07662480422
572	0.07650152028
573	0.07636338535
574	0.07625927189
575	0.07611889612
576	0.07593773649
577	0.07578663014
578	0.07570636682
579	0.07562021975
580	0.07536431993
581	0.07519798438
582	0.07499407059
583	0.0747310402
584	0.0744859959
585	0.07427115808
586	0.07388691943
587	0.07363690017
588	0.07327667625
589	0.07308097225
590	0.0726613882
591	0.07225694008
592	0.07196045509
593	0.07182406403
594	0.071529323
595	0.07139325786
596	0.07111492107
597	0.07099393954
598	0.07083310018
599	0.07057759521
600	0.0699677109
601	0.06967839845
602	0.06946276047
603	0.06916925803
604	0.06887814556
605	0.0687158237
606	0.0685582998
607	0.06831423462
608	0.0682024363
609	0.06784883023
610	0.06767758763
611	0.06742191853
3
606	0.04530756942
607	0.04521041634
608	0.04509876387
609	0.04499565551
610	0.04491147479
611	0.04479756856
612	0.04469310847
613	0.0445465043
614	0.04447621092
615	0.04431890701
616	0.04415343653
617	0.0439998306
618	0.04384175796
619	0.04379449386
620	0.04368829225
621	0.04352875501
622	0.04337217728
623	0.04330962737
624	0.0432661255
625	0.04315281927
626	0.04300421353
627	0.04289418377
628	0.04271193108
629	0.04267382274
630	0.04261468733
631	0.04251222406
632	0.04237897501
633	0.04230114631
634	0.04215318282
635	0.04195308927
636	0.04186115579
637	0.04173000694
638	0.04157796287
639	0.04138277051
640	0.04129604229
641	0.04120178009
642	0.04109385191
643	0.04096422427
644	0.04086409389
645	0.04079139396
646	0.04066742623
647	0.04049621259
648	0.04037233761
649	0.04023277165
650	0.04008136077
651	0.03996476722
652	0.03988856313
653	0.03975280885
654	0.03957144091
655	0.03942009479
656	0.03928252031
657	0.03921138744
658	0.03911959234
659	0.03904316915
660	0.03893557731
661	0.03884148078
662	0.03873671502
663	0.03861093966
664	0.03845511069
665	0.03835824881
666	0.03822714293
667	0.03811099748
668	0.03805475882
669	0.03792638133
670	0.03784907428
671	0.03777306193
672	0.03771920358
673	0.03759055166
674	0.03749349045
675	0.0373562023
676	0.03729238391
677	0.03719695925
678	0.03709935984
679	0.03699527721
680	0.03689462046
681	0.03682723083
682	0.03670337834
683	0.03656872643
684	0.03645013356
685	0.03639538979
686	0.03633186168
687	0.03629643153
688	0.03624372929
689	0.03615656457
690	0.03611659243
691	0.03601403544
692	0.03595982606
693	0.03584980623
694	0.03576709908
695	0.03565615685
696	0.03559191387
697	0.03546789066
698	0.03529804116
699	0.03523688442
700	0.03515100106
701	0.03511271852
702	0.03507527947
703	0.03499398409
704	0.03490176916
705	0.03478854219
706	0.03468649309
707	0.0346336006
708	0.03454929602
709	0.03450093692
710	0.03442047516
711	0.03434485245
712	0.03426255548
713	0.0342117246
714	0.03413407522
715	0.0340963805
716	0.03403966833
717	0.03401231964
718	0.03396974431
719	0.03393499409
720	0.0338560467
721	0.03379318526
722	0.03370331933
723	0.03357219151
724	0.03353581045
725	0.03350598874
726	0.03340671648
727	0.03333355607
728	0.03320741126
729	0.03313290902
730	0.03305762697
731	0.03299140937
732	0.03293560188
733	0.03290204224
734	0.03283993125
735	0.03276031397
736	0.03270133724
737	0.03265506996
738	0.03264283098
739	0.03254876568
740	0.03244403523
741	0.03233084839
742	0.03225686095
743	0.03221198186
744	0.03212434681
745	0.03198832376
746	0.03192906109
747	0.03184672408
748	0.03179021456
749	0.0317121917
750	0.03166419865
751	0.03159788431
752	0.03151168018
753	0.03140702529
754	0.03138093582
755	0.03133142276
756	0.03127379045
757	0.0312647811
758	0.03118696284
759	0.0310858271
760	0.03104669904
761	0.03101911911
762	0.03092534852
763	0.03087045675
764	0.03082695359
765	0.03076740207
766	0.03072158171
767	0.03064356598
768	0.03051874537
769	0.03043933984
770	0.03039835979
771	0.03035204343
772	0.03028931014
773	0.03022376773
774	0.03012141896
775	0.03006684952
776	0.0300351622
777	0.02999672017
778	0.02991950113
779	0.02988229099
780	0.02981433428
781	0.02976180411
782	0.02970239124
783	0.02966242248
784	0.02962314118
785	0.02953506262
786	0.02945643262
787	0.02936406615
788	0.02930738128
789	0.0292577919
790	0.02918529099
791	0.02913175337
792	0.02906228443
793	0.02898272045
794	0.02895135717
795	0.02887591534
796	0.02882069704
797	0.0288059744
798	0.02875062363
799	0.02866003402
800	0.02861698845
801	0.02857226354
802	0.02854107623
803	0.02851030789
804	0.0285057278
805	0.02844250687
806	0.02839145189
807	0.02835504583
808	0.02831090982
809	0.02824267744
810	0.02820391501
811	0.02811681192
812	0.02800280561
813	0.02793116224
814	0.02782730905
815	0.02774983861
816	0.02767714889
817	0.02760038726
818	0.02757833156
819	0.02753675279
820	0.02746010051
821	0.02742607811
822	0.02737828373
823	0.02731309194
824	0.02726546889
825	0.02720376175
826	0.02717087271
827	0.02714954349
828	0.0270844295
829	0.02702344899
830	0.0269922879
831	0.02694069335
832	0.02688253474
833	0.02683023294
834	0.02674246248
835	0.02668891016
836	0.02666218202
837	0.02661291551
838	0.02652914709
839	0.02645877994
840	0.0264113592
841	0.02636543618
842	0.02634065539
843	0.02627525146
844	0.026231206
845	0.0261879983
846	0.02614998086
847	0.02609731826
848	0.02605556376
849	0.02599530031
850	0.025967043
851	0.02590951689
852	0.02583149365
853	0.02579309336
854	0.02574440352
855	0.02566589484
856	0.02560264775
